,Brand,Price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty
496,Acer Aspire 5 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop Rs.59999  Price in India - Buy Acer Aspire 5 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop Glacier Blue Online - Acer : Flipkart.com,45990,"Laptop, Power Adaptor, User Guide, Warranty Documents",A515-57,NX.K2VSI.002,A515-57,Aspire 5,Glacier Blue,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",Intel Integrated UHD,Windows 11 Home,"1 x USB 3.2 port with power-off charging, 2 x USB 3.2 port, 1 x USB Type-C port /Thunderbolt 4 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD high-brightness Acer ComfyView LED-backlit TFT LCD,Two built-in stereo speakers,Built-in Dual Microphone,Intel Wireless Wi-Fi 6E AX211,Yes,362.9 x 237.8 x 17.9 mm,1.7 kg,Not Available,720p HD Webcam,"99-/100-/103-key Acer backlit keyboard with international language support, with indicators of CapsLock and F4/Microphone mute",Yes,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage
497,Acer Predator Helios 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070 with Max-Q Design/240 Hz) PH315-53-7739 Gaming Laptop Rs.150490  Price in India - Buy Acer Predator Helios 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070 with Max-Q Design/240 Hz) PH315-53-7739 Gaming Laptop Abyssal Black Online - Acer : Flipkart.com,150490,"Laptop, Power Adaptor, User Guide, Warranty Documents",PH315-53-7739,NH.QA5SI.004,,Predator Helios 300,Abyssal Black,Gaming Laptop,Gaming,No,Intel,Core i7,Yes,2 TB,16 GB,DDR4,10870H,2.2 GHz with Turbo Boost Upto 5 GHz,NVIDIA GeForce RTX 2070 with Max-Q Design,Windows 10 Home,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 (2nd Gen) Type C, 1 x USB 3.2 (2nd Gen) Port with Power-off Charging, 1 x Mini Display Port",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS ComfyView Display (240 Hz Refresh Rate, 100% sRGB, 16:9 Aspect Ratio)",Built-in Speakers,Dual Built-in Microphones,Killer Wi-Fi 6 AX1650i,v5.0,363.4 x 255 x 22.9 mm,2.5 kg,Not Available,HD 720P Webcam (Super High Dynamic Range Imaging (SHDR)),FineTip RGB Backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,1 Year International Travelers Warranty,Onsite,Manufacturing Defects,Physical Damage
498,Infinix X2 Slim Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light Laptop Rs.69990  Price in India - Buy Infinix X2 Slim Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light Laptop Blue Online - Infinix : Flipkart.com,48990,"Laptop, Power Adaptor, User Guide, Warranty Documents",XL23,71008300886,Inbook,X2 Slim Intel,Blue,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",No,Intel,Core i7,Yes,512 GB,16 GB,LPDDR4X,1195G7,,Intel Integrated Iris Xe,Windows 11 Home,"2 x USB 3.0, 2 x C Type",No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD IPS Display, Peak Brightness: 300nits, 100% sRGB, NTSC 72%",DTS Audio Processing,2 x D- Mic,Yes,v5.1,323.3 x 211.1 x 14.8 mm,1.24 kg,Not Available,HD Webcam,Backlit Keyboard,Yes,1 year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
499,HP 14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DR2016TU Thin and Light Laptop Rs.74990  Price in India - Buy HP 14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DR2016TU Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,57990,"Laptop, Power Adaptor, User Guide, Warranty Documents",14s- DR2016TU,360L9PA#ACJ,,14s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1135G7,4.2 GHz with Turbo Boost Technology,Intel Integrated Iris Xe,Windows 10 Home,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit, IPS Micro-Edge BrightView (250 nits Brightness, 157 PPI, 45% NTSC Color Gamut)",Built in Dual Speakers,Integrated Dual Array Digital Microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,324 x 225 x 17.9,1.46 KG,Not Available,HP True Vision 720p HD Webcam,Full-Size Backlit Natural Silver English Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
500,DELL Vostro Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop Rs.50852  Price in India - Buy DELL Vostro Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop Carbon Black Online - DELL : Flipkart.com,39990,"Laptop, Battery, Adapter, Cables and User Manuals",Vostro 3425,D552308WIN9B,Vostro 3425,Vostro,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Quad Core,Yes,256 GB,8 GB,DDR4,5425U,"Base Frequency 2.70 GHz, Max Turbo Boost Upto 4.10 GHz",AMD Radeon AMD,Windows 11 Home,"1 x USB 3.2 Gen 1 Type C Port, 1 x USB 3.2 Gen 1 Port?, 1 x USB 2.0 Port",No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD, WVA AG Narrow Border, Brightness: 250 nits",Built-in Speaker,Built-in microphone,802.11 ac 1 x 1 WiFi,Bluetooth,323 x 220 x 18.6 mm,1.48 kg,Not Available,HD,Standard Keyboard,No,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage
501,HP 15s (2023) Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0018TU Thin and Light Laptop Rs.54512  Price in India - Buy HP 15s (2023) Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0018TU Thin and Light Laptop Moonlight Blue Online - HP : Flipkart.com,46990,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fd0018TU,7Q6Y9PA#ACJ,15-fd0018TU,15s (2023) Intel,Moonlight Blue,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1315U,3.30GHz Upto 4.50GHz,Intel Integrated Integrated,Windows 11 Home,"1 x USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, micro-edge, anti-glare, Brightness: 250 nits, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Realtek Wi-Fi 6 (2x2),v5.3,358 x 242 x 19.9,1.6 Kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit soft grey keyboard with numeric keypad",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
502,HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-du3595TU Thin and Light Laptop Rs.54051  Price in India - Buy HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-du3595TU Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,39990,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-du3595TU,67V46PA#ACJ,15s-du3595TU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,256 GB,8 GB,DDR4,1125G4,2.00 GHz Upto 3.7 GHz,Intel Integrated UHD,Windows 11 Home,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Speakers,Built-in array microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358 x 242 x 19.9mm,1.75 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, natural silver keyboard with numeric keypad",No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage
503,HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Laptop Rs.75794  Price in India - Buy HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,62750,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",15-EG2009TU,67U22PA#ACJ,15-EG2009TU,Pavilion Intel,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1240P,Max Turbo Frequency Upto 4.4 GHz,Intel Integrated Iris Xe,Windows 11 Home,"1 x SuperSpeed USB Type-C, 2 x SuperSpeed USB Type-A",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS, Micro-Edge, Bright View, Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC",Built-in Dual Speakers,Built in Dual Digital Array Microphone,MediaTek Wi-Fi Certified 6 MT7921 (2x2),v5.2,360 x 234 x 17.9 mm,1.75 kg,Not Available,HP Wide Vision 720p HD Camera with Temporal Noise Reduction,"Full-size, backlit, Natural Silver keyboard with numeric keypad",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
504,HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Laptop Rs.75794  Price in India - Buy HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,62750,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",15-EG2009TU,67U22PA#ACJ,15-EG2009TU,Pavilion Intel,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1240P,Max Turbo Frequency Upto 4.4 GHz,Intel Integrated Iris Xe,Windows 11 Home,"1 x SuperSpeed USB Type-C, 2 x SuperSpeed USB Type-A",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS, Micro-Edge, Bright View, Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC",Built-in Dual Speakers,Built in Dual Digital Array Microphone,MediaTek Wi-Fi Certified 6 MT7921 (2x2),v5.2,360 x 234 x 17.9 mm,1.75 kg,Not Available,HP Wide Vision 720p HD Camera with Temporal Noise Reduction,"Full-size, backlit, Natural Silver keyboard with numeric keypad",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
505,Lenovo V15 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Laptop Rs.58187  Price in India - Buy Lenovo V15 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Laptop Iron Grey Online - Lenovo : Flipkart.com,37990,"Laptop, User manual, Adapter",V15 G3 IAP,82TTA00VIH,V15 G3 IAP,V15,Iron Grey,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD Anti-glare Display,Built-in Speakers,Yes,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.1,,1.7 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
506,DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/120 Hz) G15-5525 Gaming Laptop Rs.120056  Price in India - Buy DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/120 Hz) G15-5525 Gaming Laptop Phantom Grey with speckles Online - DELL : Flipkart.com,105990,"Laptop, battery, adapter, cables and user manuals",G15-5525,D560820WIN9B,G15-5525,,Phantom Grey with speckles,Gaming Laptop,Gaming,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR5,AMD R7-6800H,3.2 GHz upto max turbo frequency at 4.7 Ghz,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,"3 x SuperSpeed USB 3.2 Gen 1 Type-A, 1 x USB Type C Gen 3.2 Display Port Alt-Mode",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Yes,Yes,MediaTek Wi-Fi 6 MT7921 2x2,Yes,357 X 272 x 26.9 mm,2.51 Kg,Not Available,HD,Backlit Keyboard Orange,Yes,1 Year Onsite Premium Support,Onsite,Manufacturing Defects,Accidental Damage
507,ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home) UM3402YA-KM751WS Thin and Light Laptop Rs.120990  Price in India - Buy ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home) UM3402YA-KM751WS Thin and Light Laptop Black Online - ASUS : Flipkart.com,105990,"Laptop, User Manual, 65W AC Adapter, Sleeve",UM3402YA-KM751WS,90NB0W95-M00PS0,Zenbook 14 (OLED),,Black,Thin and Light Laptop,"Performance, Processing & Multitasking, Entertainment, Travel & Business",Yes,AMD,Ryzen 7 Quad Core,Yes,1 TB,16 GB,DDR4,,,AMD Radeon,Windows 11 Home,,No,35.56 cm (14 inch),2880 x 1800 pixel,,,,,YES,,,Not Available,,,,1 Year Domestic Warranty,ON SITE,Manufacturer Defect,"Damage, Burm"
508,ASUS Ryzen 9 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060-6GB) FA506QM-HN124W Gaming Laptop Rs.144563  Price in India - Buy ASUS Ryzen 9 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060-6GB) FA506QM-HN124W Gaming Laptop Graphite Black Online - ASUS : Flipkart.com,102219,"Laptop, Manual, Adaptor",FA506QM-HN124W,90NR0607-M003K0,TUF Gaming A15,,Graphite Black,Gaming Laptop,Gaming,No,AMD,Ryzen 9 Octa Core,Yes,512 GB,16 GB,DDR4,,,NVIDIA GeForce RTX RTX3060-6GB,Windows 11 Home,,No,42.16 cm (16.6 inch),1080-1920 pixel,,,,,YES,,,Not Available,,,,1 Year International Warranty,On site,Manufacturer defect,"Damage, Burn"
509,ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY541WS Thin and Light Laptop Rs.86990  Price in India - Buy ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY541WS Thin and Light Laptop Neutral Grey Online - ASUS : Flipkart.com,59990,"Laptop, battery, power adapter, user guide",S3402ZA-LY541WS,90NB0WE1-M00P80,S3402ZA-LY541WS,Vivobook S 14 Intel EVO H-Series,Neutral Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12500H,2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,Intel Integrated Iris Xe,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 supports display / power delivery",No,35.56 cm (14 Inch),1920 x 1200 Pixel,"WUXGA, 16:10 aspect ratio, LED Backlit, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.0,316.4 x 224.5 x 18.9 mm,1.50 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
510,DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop Rs.72180  Price in India - Buy DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop Carbon Black Online - DELL : Flipkart.com,54990,"Laptop, battery, adapter, cables and user manuals",New Inspiron 15 Laptop,D560871WIN9B/D560865WIN9B,Inspiron 3520,,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1235U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",Intel Integrated UHD,Windows 11 Home,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,,Intel Wi-Fi 6 2x2 (Gig+),v5.2,358 X 235 x 21.0 mm,1.65 Kg,Not Available,HD Camera,Standard Keyboard,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage
511,DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light Laptop Rs.84879  Price in India - Buy DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light Laptop Titan Grey Online - DELL : Flipkart.com,67490,"Laptop, Battery, Adapter, Cables, User Manuals",Vostro 5625,D552266WIN9S,Vostro 5625,Vostro,Titan Grey,Thin and Light Laptop,Travel & Business,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5625U,"Base Frequency 2.30 GHz, Max Turbo Upto 4.30 GHz",AMD Radeon AMD,Windows 11 Home,"2 x USB 3.2 Gen1, 1 x USB 2.0",No,40.64 cm (16 inch),1920 x 1080 Pixels,"Full HD+, WVA AG Narrow Border, Refresh Rate: 60 Hz, Brightness: 250 nits with Comfort View",Yes,Yes,Mediatek Wi-Fi 6 MT7921 2 x 2,v5.2,356 x 251 x 15.6 mm,1.91 kg,Not Available,Full HD,Backlit Keyboard,Yes,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage
512,Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-76G Gaming Laptop Rs.76999  Price in India - Buy Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-76G Gaming Laptop Charcoal Black Online - Acer : Flipkart.com,62990,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G,UN.QMESI.003,A715-76G,Aspire 7 (2023),Charcoal Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce GTX 1650,Windows 11 Home,"1 x USB 3.2 port with power-off charging, 2 x USB 3.2 port, 1 x USB Type-C port /Thunderbolt 4 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,,Intel Wireless Wi-Fi 6E AX211,v5.1,362.3 x 237.4 x 19.9 mm,2.1 Kg,Not Available,T-Type HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,"99-/100-/103-key Acer backlit keyboard with international language support, with indicators of CapsLock and F4/Microphone mute",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
513,MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 11UC-867IN Gaming Laptop Rs.83990  Price in India - Buy MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 11UC-867IN Gaming Laptop Black Online - MSI : Flipkart.com,62990,"Laptop, Power Adaptor, User Guide, Warranty Documents",GF63 Thin 11UC-867IN,9S7-16R612-867,GF63 Thin 11UC-867IN,,Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,11400H,2.70 GHz Max Turbo Boost Frequency Up to 4.50 GHz,NVIDIA GeForce RTX 3050,Windows 10 Home,"1 x Type-C USB3.2 Gen.1, 3 x Type-A USB3.2 Gen.1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz, 45% NTSC, IPS-Level Panel",Built-in Dual Speakers,Yes,Intel Wi-Fi 6 AX201(2x2 ax),v5.2,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),Single Backlight Keyboard (Red),Yes,2 Year Carry-In Warranty Term,Carry in,Manufacturing Defects,Physical Damage
514,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ACH6 Gaming Laptop Rs.103490  Price in India - Buy Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ACH6 Gaming Laptop Shadow Black Online - Lenovo : Flipkart.com,69190,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",15ACH6,82K201ULIN,Ideapad Gaming 3,Ideapad Gaming 3,Shadow Black,Gaming Laptop,Gaming,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,AMD R5-5600H,"Base Frequency 3.3 GHz, Max Turbo Boost at 4.2 GHz",NVIDIA GeForce RTX 3050,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only)",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, IPS, 250nits Anti-glare, Refresh Rate: 120 Hz, 45% NTSC, DC dimmer",2W Built-in Dual Stereo speakers,Built-in Dual Array Microphone,"Wi-Fi 6 (802.11ax), 2 x 2",v5.0,359.6 x 251.9 x 24.2 mm,2.25 kg,Not Available,720p with Privacy Shutter,"White Backlit, English",Yes,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,Carry-In,Manufacturing Defects,Physical Damage
515,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB303WS Thin and Light Laptop Rs.58990  Price in India - Buy ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB303WS Thin and Light Laptop Transparent Silver Online - ASUS : Flipkart.com,40990,"Laptop, Power Adaptor, User Guide, Warranty Documents",K413EA-EB303WS,90NB0RLB-M006R0,K413EA-EB303WS,Vivobook Ultra 14 (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,Intel Integrated UHD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD 16:9 aspect ratio, LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speaker,Built-in Microphone,Wi-Fi 6(802.11ax),v5.0,324.0 x 215.0 x 17.9 mm,1.40 kg,Not Available,720p HD camera,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage
516,DELL Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/165 Hz) New Gaming G15 Ryzen Edition Gaming Laptop Rs.206581  Price in India - Buy DELL Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/165 Hz) New Gaming G15 Ryzen Edition Gaming Laptop Phantom Grey With Speckles Online - DELL : Flipkart.com,146990,"Laptop, battery, adapter, cables and user manuals",New Gaming G15 Ryzen Edition,D560898WIN9S,G15-5525,,Phantom Grey With Speckles,Gaming Laptop,Gaming,Yes,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,DDR5,6800H,3.2 GHz upto max turbo frequency at 4.7 Ghz,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,"3 x SuperSpeed USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4/USB-C Display Port Alt-Mode",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 165Hz 300 nits Narrow Border,Built-in Speakers,,MediaTek Wi-Fi 6 MT7921 2x2,v5.2,357 x 272 x 26.9 mm,2.51 Kg,Not Available,HD Camera,Backlit Keyboard Orange,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage
